Player,Stat Type,EV_over,EV_under
Davion Mitchell,Points,-0.9999987854626409,1.9399987997332153
Davion Mitchell,Pts + Rebs + Asts,-0.9999998230435727,1.9399998268416054
Davion Mitchell,Assists,-0.9999632547443252,1.9399644453650762
Davion Mitchell,Rebounds,-0.9999950592161122,1.9399952448408249
Isaiah Joe,Points,-0.9999514116855426,1.9399530229660011
Isaiah Joe,Pts + Rebs + Asts,-0.9998666505997243,1.9398710311717877
Isaiah Joe,Rebounds,-0.9999617900937665,1.939963036078734
Isaiah Joe,Assists,-0.9999931273027051,1.9399933472589237
Isaiah Hartenstein,Points,-0.9998132373267435,1.9398193557557533
Isaiah Hartenstein,Pts + Rebs + Asts,-0.9999714138621857,1.9399723336098031
Isaiah Hartenstein,1Q Points,-0.9998434557486325,1.939848600020632
Isaiah Hartenstein,Assists,-0.9999000348479603,1.9399032963681384
Bam Adebayo,Points,-0.99995883235355,1.9399602035653152
Bam Adebayo,Pts + Rebs + Asts,-0.9999631641856104,1.9399644009735493
Bam Adebayo,1Q Points,-0.9999985128355797,1.9399985796774513
Bam Adebayo,1Q Pts + Rebs + Asts,-0.999977891619601,1.9399786199228037
Jalen Williams,Points,-0.9999371156508278,1.9399391883170756
Jalen Williams,Pts + Rebs + Asts,-0.999999877353186,1.9399998534639649
Jalen Williams,1Q Points,-0.9997618488810258,1.9397697098826756
Jalen Williams,Assists,-0.9999969520703053,1.9399970368610047
Alex Caruso,Points,-0.9999782202453389,1.9399789538439471
Alex Caruso,Pts + Rebs + Asts,-0.9999905450618098,1.939990871643895
Alex Caruso,Assists,-0.9998124720278428,1.9398186349490425
Alex Caruso,1Q Points,-0.9999574537921216,1.9399588364795273
Jaylin Williams,Points,-0.9999719275236566,1.8299748627013832
Jaylin Williams,Pts + Rebs + Asts,-0.9999960658225063,1.829996467504634
Jaylin Williams,Assists,-0.9999989198636399,1.8299990110463284
Jaylin Williams,Rebounds,-0.9999641778470686,1.8299679341361117
Aaron Wiggins,Points,-0.9999996867739577,1.8299996920244295
Aaron Wiggins,Pts + Rebs + Asts,-0.9999779301781746,1.8299802491243282
Aaron Wiggins,Assists,-0.9999921259209259,1.8299929323592279
Aaron Wiggins,Rebounds,-0.9999732537028467,1.8299760470455295
Kel'el Ware,Points,-0.9997863514279015,1.829808688311605
Kel'el Ware,Pts + Rebs + Asts,-0.9999810362898642,1.8299829908471112
Kel'el Ware,Assists,-0.9999945152176315,1.8299950977779509
Kel'el Ware,1Q Points,-0.9999954440354668,1.8299959351949928
Kenrich Williams,Points,-0.999942981981003,1.8299489137966158
Kenrich Williams,Pts + Rebs + Asts,-0.9997771803470096,1.8298004498347291
Kenrich Williams,Rebounds,-0.9998548044945346,1.8298699574239436
Kenrich Williams,Assists,-0.9999967792894586,1.8299971237404362
Cade Cunningham,Points,-0.9999826407426372,1.8299844669851337
Cade Cunningham,Pts + Rebs + Asts,-0.9999802808980894,1.829982315201669
Cade Cunningham,1Q Points,-0.9999868322442126,1.829988200093776
Cade Cunningham,1Q Pts + Rebs + Asts,-0.9999794388646115,1.8299815994443271
Coby White,Points,-0.9999968177420123,1.8299971415425444
Coby White,Pts + Rebs + Asts,-0.9999982894630284,1.8299984747489226
Coby White,Rebounds,-0.9999229889721027,1.8299310207077362
Coby White,1Q Pts + Rebs + Asts,-0.9999998127776257,1.829999831841218
Josh Giddey,Points,-0.9998769890519906,1.8298898428997201
Josh Giddey,Pts + Rebs + Asts,-0.9998200930422172,1.8298388946638444
Josh Giddey,Assists,-0.9998135002184426,1.8298329905691209
Josh Giddey,Rebounds,-0.9999696294260503,1.8299728209862225
Dennis Schroder,Points,-0.9999638051631337,1.829967598633739
Dennis Schroder,Pts + Rebs + Asts,-0.9999767793426508,1.8299792274395623
Dennis Schroder,Rebounds,-0.9999065910061472,1.8299163401439729
Dennis Schroder,Assists,-0.9998578261284274,1.8298726600366355
Ayo Dosunmu,Points,-0.9999750859163032,1.82997771011007
Ayo Dosunmu,Pts + Rebs + Asts,-0.9999179375408858,1.829926482074734
Ayo Dosunmu,Assists,-0.9999254039456719,1.829933198013896
Ayo Dosunmu,1Q Points,-0.999985895913851,1.8299873591987126
Malik Beasley,Points,-0.9999035996806924,1.8299136515629653
Malik Beasley,Pts + Rebs + Asts,-0.9999932783477016,1.8299939547806845
Malik Beasley,Assists,-0.999903996258945,1.829913998127522
Malik Beasley,Rebounds,-0.9998551719155512,1.8298702904897801
Nikola Vucevic,Points,-0.9999854960244192,1.8299870111012024
Nikola Vucevic,Pts + Rebs + Asts,-0.9999567163398023,1.82996122046432
Nikola Vucevic,Assists,-0.99995371926816,1.8299585292230405
Nikola Vucevic,1Q Pts + Rebs + Asts,-0.9998085971994441,1.829828602127236
Tobias Harris,Points,-0.9999960466083848,1.8299964586092075
Tobias Harris,Pts + Rebs + Asts,-0.9999321974258055,1.829939276486839
Tobias Harris,Rebounds,-0.9996585601876723,1.8296941995873932
Tobias Harris,1Q Points,-0.9999385394039564,1.8299449829675725
Ausar Thompson,Points,-0.999951180642529,1.8299562946705556
Ausar Thompson,Pts + Rebs + Asts,-0.999995445245604,1.8299959357552416
Ausar Thompson,1Q Points,-0.9999952656502501,1.8299957711274875
Ausar Thompson,Assists,-0.9999939667723265,1.8299945994228166
Jalen Duren,Points,-0.9999031584413024,1.8299132843219559
Jalen Duren,Pts + Rebs + Asts,-0.9999838329900013,1.829985507842048
Jalen Duren,Assists,-0.9999979846092765,1.8299981706494124
Jalen Duren,1Q Pts + Rebs + Asts,-0.9999647384318087,1.8299684381113548
Matas Buzelis,Points,-0.9999580218150368,1.8299623952233015
Matas Buzelis,Pts + Rebs + Asts,-0.9998791119080852,1.8298917220027944
Matas Buzelis,Assists,-0.9999992215744237,1.8299993136907609
Matas Buzelis,1Q Points,-0.999949656388344,1.829954937143266
Tim Hardaway Jr.,Points,-0.9999729016933998,1.829975721114679
Tim Hardaway Jr.,Pts + Rebs + Asts,-0.9999420296231983,1.8299480654814397
Tim Hardaway Jr.,Rebounds,-0.9998673417555983,1.8298812209891913
Tim Hardaway Jr.,1Q Points,-0.9999437238795508,1.8299495831951935
Zion Williamson,Points,-0.9999536106210144,1.829958478923436
Zion Williamson,Pts + Rebs + Asts,-0.99996588561924,1.829969458107189
Zion Williamson,Rebounds,-0.9999647185981303,1.8299684289290963
Zion Williamson,Assists,-0.9999587946211977,1.8299630789309596
Domantas Sabonis,Points,-0.9998132039990741,1.8298326904670104
Domantas Sabonis,Pts + Rebs + Asts,-0.9999828732731476,1.8299846561199047
Domantas Sabonis,1Q Points,-0.9998331294642412,1.8298505522856432
Domantas Sabonis,Assists,-0.9999811624785798,1.8299831307495698
CJ McCollum,Points,-0.9999859354574437,1.8299873775059314
CJ McCollum,Pts + Rebs + Asts,-0.9999948884047263,1.829995433513268
CJ McCollum,1Q Points,-0.999895061593852,1.8299060320659193
CJ McCollum,Assists,-0.9999336657936511,1.8299406081408234
Yves Missi,Points,-0.9999965894008165,1.8299969543472707
Yves Missi,Pts + Rebs + Asts,-0.9999321565679565,1.8299392575711682
Yves Missi,Rebounds,-0.9999480496862089,1.829953459963872
Yves Missi,Assists,-0.9999584284672892,1.8299627464517472
Malik Monk,Points,-0.9998112728726118,1.8298309816094116
Malik Monk,Pts + Rebs + Asts,-0.9999887296493943,1.8299898933396708
Malik Monk,1Q Points,-0.9999997514645309,1.829999803455526
Malik Monk,Assists,-0.9998866268715938,1.8298984604228463
Zach LaVine,Points,-0.9999045587138972,1.8299145029686044
Zach LaVine,Pts + Rebs + Asts,-0.99999909326232,1.8299991728052523
Zach LaVine,Assists,-0.9999981323965358,1.8299983205511967
Zach LaVine,1Q Points,-0.9999956934862894,1.8299961321632419
DeMar DeRozan,Points,-0.9997864493232919,1.829808733633545
DeMar DeRozan,Pts + Rebs + Asts,-0.9999615913547314,1.8299655959413577
DeMar DeRozan,Rebounds,-0.9999909796396241,1.829991912782898
DeMar DeRozan,Assists,-0.9999977016833509,1.8299979581834305
Keegan Murray,Points,-0.9999987385623558,1.829998845628792
Keegan Murray,Pts + Rebs + Asts,-0.9999998161405267,1.8299998333981167
Keegan Murray,1Q Points,-0.999961805008279,1.8299657763367942
Keegan Murray,Rebounds,-0.9999948632479664,1.82999542186662
Jose Alvarado,Points,-0.9999494931990921,1.8299547801109293
Jose Alvarado,Pts + Rebs + Asts,-0.9998613870478584,1.829875856763829
Jose Alvarado,Rebounds,-0.9999602822510496,1.8299644195025395
Jose Alvarado,1Q Points,-0.9999928562603054,1.829993596406339
Trey Murphy III,Points,-0.9998058661335381,1.8298261155185174
Trey Murphy III,Pts + Rebs + Asts,-0.999970286297248,1.8299733695385294
Trey Murphy III,1Q Points,-0.9998372765816748,1.8298542648460716
Trey Murphy III,1Q Pts + Rebs + Asts,-0.9998960899427766,1.8299069155621692
Kevin Durant,Points,-0.9999572066246037,1.8299616918932953
Kevin Durant,Pts + Rebs + Asts,-0.999961709122581,1.8299657319452673
Kevin Durant,Assists,-0.9999984534045643,1.8299986321295387
Kevin Durant,1Q Points,-0.9999770188776165,1.8299794198171366
Jalen Green,Points,-0.9999346332074492,1.8299414634263667
Jalen Green,Pts + Rebs + Asts,-0.9999998736448231,1.829999860020476
Jalen Green,Assists,-0.9997524470800999,1.8297783251380315
Jalen Green,Rebounds,-0.999996832384968,1.8299971483216906
Tyus Jones,Points,-0.999977359821969,1.8299797406252583
Tyus Jones,Pts + Rebs + Asts,-0.999990171209065,1.8299912125824631
Tyus Jones,1Q Points,-0.9998050698416773,1.8298254209378502
Tyus Jones,Assists,-0.9999557750205713,1.8299603772595947
Royce O'Neale,Points,-0.9997957372106612,1.9997957658488303
Royce O'Neale,Pts + Rebs + Asts,-0.999946752901451,1.9999467331745109
Royce O'Neale,Assists,-0.9997864633187419,1.9997864797405782
Royce O'Neale,Rebounds,-0.9999129473180801,1.9999129324660316
Mason Plumlee,Points,-0.9999350386024162,1.9999350645721279
Mason Plumlee,Pts + Rebs + Asts,-0.9999836021406736,1.9999835756293578
Mason Plumlee,Assists,-0.9999063366194605,1.9999063190589368
Mason Plumlee,Rebounds,-0.9999762331481179,1.9999762254474263
Bol Bol,Points,-0.9999284237383108,1.9999284490822902
Bol Bol,Pts + Rebs + Asts,-0.9999068452234496,1.9999068415818329
Bol Bol,Rebounds,-0.999964715083479,1.9999647443692083
Bol Bol,1Q Points,-0.9999385305782198,1.9999385092924058
Alperen Sengun,Points,-0.9999340536996897,1.9999340356789617
Alperen Sengun,Pts + Rebs + Asts,-0.999935056654067,1.9999350735979533
Alperen Sengun,Rebounds,-0.9999132666671358,1.9999132709544938
Alperen Sengun,Assists,-0.9999219896271825,1.9999220133759081
Dillon Brooks,Points,-0.9999417008802993,1.9999417037688545
Dillon Brooks,Pts + Rebs + Asts,-0.9998567422153428,1.9998567561269738
Dillon Brooks,Rebounds,-0.999878916554735,1.9998789297605981
Dillon Brooks,1Q Points,-0.9998688078921987,1.9998687792322016
Amen Thompson,Points,-0.9998337602955871,1.999833731668332
Amen Thompson,Pts + Rebs + Asts,-0.9998143706907285,1.999814380913449
Amen Thompson,1Q Pts + Rebs + Asts,-0.9999397816427518,1.999939760673442
Amen Thompson,Rebounds,-0.9999150384683162,1.9999150509247556
Tari Eason,Points,-0.9998791284524486,1.999879125116422
Tari Eason,Pts + Rebs + Asts,-0.999801854530233,1.9998018643454998
Tari Eason,Assists,-0.9999547012357652,1.9999547306551904
Tari Eason,1Q Points,-0.999930256872176,1.9999302597188944
Nick Richards,Points,-0.9998820050896029,1.9998819939464738
Nick Richards,Pts + Rebs + Asts,-0.9999139753672353,1.9999139829324122
Nick Richards,1Q Points,-0.9999617131579726,1.9999617234880134
Nick Richards,Assists,-0.9998923621606082,1.999892358086072
LeBron James,Points,-0.999931522343104,1.9999315183031285
LeBron James,Pts + Rebs + Asts,-0.9999144982175494,1.9999145125784707
LeBron James,1Q Points,-0.9998988377628848,1.999898814538028
LeBron James,Assists,-0.9999502750542888,1.999950282390273
Luka Doncic,Points,-0.9998966648417991,1.9998966551938793
Luka Doncic,Pts + Rebs + Asts,-0.9998846595117357,1.9998846622620476
Luka Doncic,1Q Pts + Rebs + Asts,-0.9999761697599752,1.999976193753355
Luka Doncic,Assists,-0.9997788543259958,1.9997788307446172
Austin Reaves,Points,-0.9999236680996546,1.9999236572748487
Austin Reaves,Pts + Rebs + Asts,-0.9999744402812212,1.9999744349443063
Austin Reaves,Rebounds,-0.999751845098217,1.9997518256786861
Austin Reaves,1Q Pts + Rebs + Asts,-0.9999197434553935,1.9999197279994405
Walker Kessler,Points,-0.9999617792036588,1.9999617565108565
Walker Kessler,Pts + Rebs + Asts,-0.999903851916315,1.9999038250098238
Walker Kessler,Assists,-0.9999542051446042,1.9999542143887084
Walker Kessler,Rebounds,-0.9999595591598336,1.999959573605338
John Collins,Points,-0.9999798335802552,1.9999798138028382
John Collins,Pts + Rebs + Asts,-0.9999655162901036,1.9999655026003893
John Collins,Assists,-0.9997450630762614,1.9997450372029562
John Collins,Rebounds,-0.99995047946868,1.9999504740044358
Jaxson Hayes,Points,-0.9998220866546035,1.9998220833949745
Jaxson Hayes,Pts + Rebs + Asts,-0.9999783928587931,1.9999783781863698
Jaxson Hayes,Assists,-0.9998045631655259,1.9998045597676537
Jaxson Hayes,1Q Points,-0.9998850216434221,1.9998850221418252
Lauri Markkanen,Points,-0.9996078713738825,1.9996078662079526
Lauri Markkanen,Pts + Rebs + Asts,-0.9998826778828516,1.9998826879709668
Lauri Markkanen,Assists,-0.9999053779611131,1.9999053926949273
Lauri Markkanen,Rebounds,-0.9999833544952708,1.9999833623996892
Keyonte George,Points,-0.9999497284879908,1.9999497408862226
Keyonte George,Pts + Rebs + Asts,-0.9997888733632863,1.9997888470534235
Keyonte George,1Q Pts + Rebs + Asts,-0.9999203034130915,1.999920276199191
Keyonte George,Rebounds,-0.9999268334759108,1.9999268492883857
Jordan Clarkson,Points,-0.9998762111063115,1.999876235931879
Jordan Clarkson,Pts + Rebs + Asts,-0.9998628461471526,1.9998628479297622
Jordan Clarkson,1Q Pts + Rebs + Asts,-0.9998838050305494,1.9998837879866187
Jordan Clarkson,Rebounds,-0.9998086113628233,1.9998086402265471
Rui Hachimura,Points,-0.9997528359817807,1.999752857562271
Rui Hachimura,Pts + Rebs + Asts,-0.9998995242713136,1.9998995154201111
Rui Hachimura,1Q Points,-0.9999363831193477,1.9999363626793638
Rui Hachimura,Assists,-0.9999401201566798,1.9999401087443403
Isaiah Collier,Points,-0.9999229711320368,1.999922951163171
Isaiah Collier,Pts + Rebs + Asts,-0.9998568944865838,1.9998569216695614
Isaiah Collier,Rebounds,-0.9998143977136351,1.9998143944249023
Isaiah Collier,Assists,-0.9999239946155285,1.99992399934672
Nikola Jokic,Points,-0.9998886208704789,1.9998886098946969
Nikola Jokic,Pts + Rebs + Asts,-0.9997313673957251,1.9997313944331836
Nikola Jokic,Assists,-0.9998453586886171,1.9998453423177125
Nikola Jokic,Rebounds,-0.9999702843815612,1.9999703006342315
Jamal Murray,Points,-0.9998564217603416,1.9998564170855389
Jamal Murray,Pts + Rebs + Asts,-0.9998857194950688,1.9998857286955172
Jamal Murray,1Q Points,-0.9998970543019823,1.9998970287379052
Jamal Murray,Rebounds,-0.9998539065491059,1.9998539077823807
Jerami Grant,Points,-0.9999274157671607,1.9999274086549121
Jerami Grant,Pts + Rebs + Asts,-0.9998753805120941,1.9998753735999344
Jerami Grant,Assists,-0.9998470555146923,1.9998470848004217
Jerami Grant,1Q Points,-0.9998301487794379,1.999830137770914
Deni Avdija,Points,-0.9999335176253226,1.9999334994208766
Deni Avdija,Pts + Rebs + Asts,-0.9998789830424357,1.9998789630044485
Deni Avdija,Assists,-0.9998563970293617,1.9998564047200489
Deni Avdija,Rebounds,-0.9999156581179705,1.9999156289704842
Donovan Clingan,Points,-0.9998876673053019,1.9998876860772725
Donovan Clingan,Pts + Rebs + Asts,-0.999948471042444,1.999948486314679
Donovan Clingan,1Q Points,-0.9998400143449544,1.9998399879368662
Donovan Clingan,Rebounds,-0.999942752863717,1.9999427662023663
Anfernee Simons,Points,-0.9999166556335695,1.9999166641700867
Anfernee Simons,Pts + Rebs + Asts,-0.9999307843245333,1.9999307916659745
Anfernee Simons,Assists,-0.9999826102030056,1.999982632625688
Anfernee Simons,Rebounds,-0.9999049949692562,1.9999050223850645
Michael Porter Jr.,Points,-0.9998807545489399,1.9998807428273722
Michael Porter Jr.,Pts + Rebs + Asts,-0.9999739007416792,1.9999738969536338
Michael Porter Jr.,1Q Points,-0.9999193800940702,1.9999193675048446
Michael Porter Jr.,Assists,-0.999947049698676,1.9999470603870577
Aaron Gordon,Points,-0.9999613993750245,1.999961387782605
Aaron Gordon,Pts + Rebs + Asts,-0.9998649567933171,1.9998649761364504
Aaron Gordon,Rebounds,-0.9999462177620444,1.999946197383906
Aaron Gordon,1Q Points,-0.9997891281964257,1.9997891532839276
Christian Braun,Points,-0.9999370085606643,1.9999370330278907
Christian Braun,Pts + Rebs + Asts,-0.9999450920258823,1.999945098074022
Christian Braun,Assists,-0.9999343528652389,1.9999343640756706
Christian Braun,1Q Points,-0.9999345298601838,1.9999345419801102
Toumani Camara,Points,-0.9998020352650201,1.9998020441198605
Toumani Camara,Pts + Rebs + Asts,-0.9998949815999367,1.9998950089102436
Toumani Camara,1Q Points,-0.9999283046417986,1.999928300127067
Toumani Camara,Rebounds,-0.9998212202699506,1.9998212031678122
Stephen Curry,Points,-0.9997446070919978,1.99974463039689
Stephen Curry,Pts + Rebs + Asts,-0.9999374185426859,1.9999374168328359
Stephen Curry,1Q Points,-0.9999106367395143,1.9999106148861756
Stephen Curry,Assists,-0.9999264817779476,1.9999264946254698
Draymond Green,Points,-0.9999184894331847,1.999918475139566
Draymond Green,Pts + Rebs + Asts,-0.9997615183820017,1.9997614902968053
Draymond Green,Rebounds,-0.9998927619235474,1.9998927367814758
Draymond Green,Assists,-0.999987856838743,1.9999878487456044
Klay Thompson,Points,-0.9998363927734317,1.9998363890117616
Klay Thompson,Pts + Rebs + Asts,-0.9998776558568352,1.999877673562878
Klay Thompson,1Q Points,-0.9999008811937529,1.999900909137068
Klay Thompson,Assists,-0.9998479926143773,1.9998480003851
Brandin Podziemski,Points,-0.9997060060122749,1.9997060179521213
Brandin Podziemski,Pts + Rebs + Asts,-0.9998839219333604,1.9998839358449914
Brandin Podziemski,1Q Points,-0.999834439739061,1.9998344290179375
Brandin Podziemski,Rebounds,-0.9999237794072542,1.9999238023356156
Dante Exum,Points,-0.9999179587102844,1.9999179415572144
Dante Exum,Pts + Rebs + Asts,-0.999893842075835,1.9998938132994226
Dante Exum,Rebounds,-0.9999916380697869,1.9999916169074368
Dante Exum,1Q Points,-0.9999397957253677,1.99993976771475
Jimmy Butler,Points,-0.99994586626417,1.9999458428210346
Jimmy Butler,Pts + Rebs + Asts,-0.9999903765233285,1.9999903602854374
Jimmy Butler,Rebounds,-0.9999281753007381,1.9999281460495695
Jimmy Butler,1Q Pts + Rebs + Asts,-0.9999236778057821,1.9999236621279124
Kyrie Irving,Points,-0.9999216377145785,1.9999216586056718
Kyrie Irving,Pts + Rebs + Asts,-0.9998642484060838,1.9998642643149651
Kyrie Irving,1Q Pts + Rebs + Asts,-0.999861771320866,1.999861774074816
Kyrie Irving,1Q Points,-0.9998966497369111,1.9998966476414353
PJ Washington,Points,-0.9999018018133938,1.9999018164817244
PJ Washington,Pts + Rebs + Asts,-0.9999712395729148,1.9999712252647441
PJ Washington,Assists,-0.9999384671573353,1.9999384775819635
PJ Washington,1Q Points,-0.9998731701853103,1.9998731955529365
Buddy Hield,Points,-0.9999004091223469,1.9999004048804636
Buddy Hield,Pts + Rebs + Asts,-0.999922793595033,1.999922772987702
Buddy Hield,1Q Points,-0.9999406856732094,1.9999406597235065
Buddy Hield,Rebounds,-0.9999321766044886,1.9999322030616895
Kawhi Leonard,Points,-0.9999477438541362,1.9999477650926565
Kawhi Leonard,Pts + Rebs + Asts,-0.9999477282290172,1.999947757280097
Kawhi Leonard,Rebounds,-0.9999054564905236,1.9999054319596326
Kawhi Leonard,Assists,-0.9999595405824948,1.9999595643166685
James Harden,Points,-0.9997836738039041,1.9997836544716847
James Harden,Pts + Rebs + Asts,-0.999920989612292,1.99992097692666
James Harden,1Q Points,-0.9998918084747856,1.9998918130222592
James Harden,Assists,-0.9997963413625257,1.999796336145664
Ivica Zubac,Points,-0.999945765674056,1.9999457925259776
Ivica Zubac,Pts + Rebs + Asts,-0.9999803534428793,1.9999803419550517
Ivica Zubac,1Q Pts + Rebs + Asts,-0.9999278069517459,1.999927783061139
Ivica Zubac,1Q Points,-0.9999229847890092,1.9999229579916573
Jaren Jackson Jr.,Points,-0.9999801087342348,1.9999801301937623
Jaren Jackson Jr.,1Q Pts + Rebs + Asts,-0.9998875263045193,1.999887526169914
Jaren Jackson Jr.,1H Points,-0.9998781938265893,1.9998782107686566
Jaren Jackson Jr.,1H Pts + Rebs + Asts,-0.999897876783507,1.9998978870135034
Jaren Jackson Jr.,Fantasy Points,-0.9999390125958598,1.9999390185221273
Jaylen Wells,Rebounds,-0.9998900554710417,1.9998900424507156
Ja Morant,Points,-0.9999146702066355,1.999914687979981
Ja Morant,Pts + Rebs + Asts,-0.9999263545723807,1.9999263416157191
Ja Morant,Assists,-0.9999501457205042,1.9999501283164136
Ja Morant,Rebounds,-0.9999297606445907,1.9999297433842003
Desmond Bane,1Q Pts + Rebs + Asts,-0.9999713906527177,1.9999713902116127
Desmond Bane,Points in First 5 Min.,-0.9999708578361606,1.9999708555824327
Desmond Bane,Pts+Reb+Ast in First 5 Min.,-0.9999065371594043,1.9999065087358758
Desmond Bane,Rebounds + Assists,-0.9998251600336516,1.9998251400029403
Derrick Jones Jr.,Points,-0.9999009448292782,1.9999009409548307
Derrick Jones Jr.,Pts + Rebs + Asts,-0.9999802989896125,1.9999803147284183
Derrick Jones Jr.,Rebounds,-0.9999771471730128,1.9999771294947095
Derrick Jones Jr.,1Q Points,-0.9999224175408017,1.999922406146652
Norman Powell,Points,-0.9999903466773503,1.9999903453624484
Norman Powell,Pts + Rebs + Asts,-0.9998841312917648,1.9998841299311607
Norman Powell,1Q Pts + Rebs + Asts,-0.9999491962917091,1.9999492065671802
Norman Powell,Rebounds,-0.9999785127956784,1.9999785275617796
