player_id,player_name,total_games,train_games,test_games,PTS_optimized_r2,PTS_optimized_mae,PTS_optimized_correlation,PTS_optimized_directional_acc,PTS_optimized_bias,PTS_best_baseline,PTS_best_baseline_r2,PTS_improvement,PTS_performance,REB_optimized_r2,REB_optimized_mae,REB_optimized_correlation,REB_optimized_directional_acc,REB_optimized_bias,REB_best_baseline,REB_best_baseline_r2,REB_improvement,REB_performance,AST_optimized_r2,AST_optimized_mae,AST_optimized_correlation,AST_optimized_directional_acc,AST_optimized_bias,AST_best_baseline,AST_best_baseline_r2,AST_improvement,AST_performance
1628969,Mikal Bridges,556,445,111,-0.17397795587122844,5.893592468873368,-0.09225211423866649,0.5855855855855856,-3.0253264500455512,MA_10,-0.09126190959784353,-0.08271604627338491,Baseline Better,-0.10301381572984458,1.7037959307622228,-0.017975788826828966,0.40540540540540543,0.47857070553699765,Weighted_Avg,-0.08460668744026267,-0.01840712828958191,Baseline Better,-0.7013103516444459,2.067678914869926,0.014479416127162427,0.46846846846846846,-1.6893005364915477,Weighted_Avg,-0.09396943174275219,-0.6073409199016937,Baseline Better
1627741,Buddy Hield,552,442,110,-0.6118299232482511,6.89214315096668,0.05208073445520025,0.42727272727272725,5.019415878239407,Linear_Trend,-0.08219133145978752,-0.5296385917884636,Baseline Better,-0.20226762143589827,1.6777046482928835,-0.06119697183148686,0.38181818181818183,0.8231591937474291,MA_10,-0.14849033816425083,-0.053777283271647436,Baseline Better,0.010695809526255151,1.3460304401480871,0.23742258368913272,0.509090909090909,0.18124228712464008,Weighted_Avg,-0.02734457644778776,0.03804038597404291,Minor Improvement
1626220,Royce O'Neale,531,425,106,-0.11065639541062677,4.887147613762486,0.0068010412544057715,0.4811320754716981,-1.9437513873473917,Weighted_Avg,-0.11055605375422806,-0.00010034165639871695,Baseline Better,0.01026227649747058,1.7735627081021088,0.10993661941470924,0.5283018867924528,0.05662597114317425,Weighted_Avg,-0.04304782950853214,0.05331010600600272,Significant Improvement,-0.0391711106389685,1.2978690344062151,-0.01904502806358371,0.6037735849056604,-0.3247724750277469,EWMA,-0.10440933224875337,0.06523822160978487,Significant Improvement
203084,Harrison Barnes,530,424,106,-0.09802190435379954,5.615054289782841,-0.011512016264275102,0.44339622641509435,1.9546769312922747,Linear_Trend,-0.11084801073555983,0.012826106381760294,Minor Improvement,-0.030629090754400012,1.8951139195443216,-0.07180575813284991,0.5,0.34794410822356714,EWMA,-0.0006663004518205895,-0.029962790302579423,Baseline Better,-0.24669524122659325,1.0379138483446066,-0.12069824587105896,0.5,-0.49038803844784623,Weighted_Avg,-0.11410878968911531,-0.13258645153747795,Baseline Better
203484,Kentavious Caldwell-Pope,524,420,104,-0.03443279831920254,4.604784798534799,-0.13823612117181677,0.38461538461538464,0.9894001831501831,Linear_Trend,-0.08381549182468939,0.04938269350548685,Minor Improvement,-0.0415970888564543,1.0742445054945056,-0.019479075583771335,0.6153846153846154,-0.27190934065934064,Weighted_Avg,-0.1438310868081596,0.10223399795170529,Major Improvement,-0.5194955462164974,1.1742216117216118,0.002120145578339493,0.41346153846153844,-0.9626831501831502,Weighted_Avg,-0.06611408691482024,-0.45338145930167717,Baseline Better
203999,Nikola JokiÄ‡,517,414,103,-0.2901997800445979,7.826978096712161,0.11900123804182143,0.5436893203883495,-4.87552178603255,Linear_Trend,-0.08142344578633276,-0.20877633425826514,Baseline Better,-0.17696394679565342,3.7042587120679147,0.07673740817253627,0.44660194174757284,-1.7625111392523805,Linear_Trend,-0.12083870478501546,-0.056125242010637955,Baseline Better,-0.24487905193003412,3.154120350827822,0.057894719878908124,0.47572815533980584,-1.8337320013132592,Linear_Trend,-0.11397989489492844,-0.13089915703510568,Baseline Better
201942,DeMar DeRozan,512,410,102,-0.002321299890683859,6.270205643232902,0.007598657992136507,0.5294117647058824,-0.38785270205643235,Linear_Trend,-0.042695352783231444,0.040374052892547585,Minor Improvement,0.023904594881771435,1.7548780487804878,0.16034060898218716,0.5980392156862745,0.08825920612147298,Linear_Trend,-0.09839584761947195,0.12230044250124339,Major Improvement,-0.010757698001730764,2.0721903395504544,0.09250124673789431,0.4803921568627451,0.30035868005738886,Linear_Trend,0.027635599189170468,-0.03839329719090123,Baseline Better
1627777,Georges Niang,512,410,102,-0.2943817647360947,5.081013868962219,-0.17264572041766588,0.5686274509803921,-3.1738880918220946,Weighted_Avg,-0.10163335157565156,-0.1927484131604431,Baseline Better,-0.4098307184987653,1.8472022955523673,-0.06366923069354852,0.5588235294117647,-1.309660449545672,EWMA,-0.01194167671529267,-0.3978890417834726,Baseline Better,-1.0747512858902848,1.1476566236250598,-0.05627649570259452,0.6078431372549019,-0.9711860353897657,EWMA,-0.045803950157168094,-1.0289473357331167,Baseline Better
202699,Tobias Harris,506,405,101,-0.18089656034786672,5.335362425131402,0.17478122683240468,0.504950495049505,2.7438454956606773,MA_10,-0.0487765915547691,-0.13211996879309762,Baseline Better,-0.004939275459393322,2.3788778877887786,0.1274917542042032,0.5346534653465347,-0.2996699669966997,MA_10,-0.04673220711248183,0.041792931653088505,Minor Improvement,-0.03915105284029097,1.1195941816403863,0.17411955288592737,0.5346534653465347,0.34731695391761397,Weighted_Avg,-0.037037234680601605,-0.0021138181596893624,Baseline Better
203497,Rudy Gobert,504,404,100,-0.04755432485770905,4.772871287128713,0.07499526273561988,0.47,1.2671287128712871,Linear_Trend,0.035608401507901344,-0.0831627263656104,Baseline Better,-0.030240807586687346,3.3411386138613866,0.12854275989641878,0.5,0.8811386138613861,Linear_Trend,0.01734084737303343,-0.047581654959720776,Baseline Better,-0.2678346945089325,1.1040346534653467,-0.05193199629878944,0.52,-0.7159653465346534,Weighted_Avg,-0.15525408030183852,-0.11258061420709398,Baseline Better
1626145,Tyus Jones,503,403,100,-0.18212308563564883,4.9349627791563275,-0.0780446835061103,0.55,-2.4250372208436723,MA_10,-0.021671465136072543,-0.1604516204995763,Baseline Better,-0.06757982773193438,1.232059553349876,-0.09175925000840146,0.54,-0.38794044665012406,Linear_Trend,-0.12455807063610935,0.05697824290417497,Significant Improvement,-0.3203498288971478,2.8526302729528537,-0.5038893508253557,0.66,-1.4326302729528535,EWMA,0.2454607533190073,-0.5658105822161551,Baseline Better
1628389,Bam Adebayo,498,399,99,-0.06838340351353778,5.436723120933647,0.003833011141573035,0.48484848484848486,-1.73975342396395,Linear_Trend,-0.05037637970568665,-0.01800702380785113,Baseline Better,-0.05549683064271682,2.618338776233513,-0.08593644477034043,0.48484848484848486,-0.7553985975038606,Weighted_Avg,-0.08045732627798685,0.02496049563527003,Minor Improvement,-0.23304579635758338,2.089288878762563,-0.13144311653083993,0.5757575757575758,-1.1430343535606693,Weighted_Avg,-0.11285421529003248,-0.1201915810675509,Baseline Better
1628386,Jarrett Allen,496,397,99,-0.03544792120090112,4.996539704348269,0.04578885802453223,0.5656565656565656,-1.1783578861664503,Linear_Trend,-0.025473080602349096,-0.009974840598552026,Baseline Better,-0.03708982702792607,3.194081876701524,0.006278297718414988,0.43434343434343436,-0.7496374322570797,MA_10,-0.07374154997585713,0.036651722947931065,Minor Improvement,-0.471001489973325,1.3712184820497164,-0.0691515971022387,0.6363636363636364,-1.053023942192708,Weighted_Avg,-0.16599012311330585,-0.3050113668600192,Baseline Better
1627736,Malik Beasley,494,396,98,-0.22296135233582093,6.392934446505875,0.06870123895592854,0.46938775510204084,-3.280534941249227,Linear_Trend,0.011307959085122166,-0.2342693114209431,Baseline Better,-0.035974686894509444,1.4202999381570809,0.019227057582515073,0.45918367346938777,0.33866728509585653,Linear_Trend,-0.03441272350093838,-0.0015619633935710642,Baseline Better,-0.20775930489653405,1.0358431251288396,0.029609350879244926,0.5408163265306123,-0.6072716965574109,Weighted_Avg,-0.14113253316979635,-0.0666267717267377,Baseline Better
1627827,Dorian Finney-Smith,489,392,97,-0.02763541290650795,4.343204292026089,-0.16388601745237452,0.4329896907216495,0.8174310961498,Weighted_Avg,-0.0882400639459533,0.060604651039445345,Significant Improvement,-0.013047459572547382,1.6499316221333897,0.13098057343677771,0.5567010309278351,0.2891068798653482,Linear_Trend,-0.08254079177602813,0.06949333220348075,Significant Improvement,-0.15072143844288766,1.1808594571849358,-0.10601467302226471,0.5463917525773195,-0.571717862402693,Linear_Trend,-0.12665929203539816,-0.024062146407489493,Baseline Better
1628973,Jalen Brunson,487,390,97,-1.3176858128008475,12.322706846418187,-0.23163739870587252,0.5463917525773195,-11.209304784562518,MA_10,-0.04941103722281959,-1.268274775578028,Baseline Better,-0.00018314342608749534,1.3012952683055776,0.0,0.6701030927835051,0.002326196140629122,Weighted_Avg,-0.1687936262560199,0.1686104828299324,Major Improvement,-1.210987023113506,3.5002379064234734,-0.13276574241410774,0.5567010309278351,-3.1291038858049167,Linear_Trend,-0.1121301311519487,-1.0988568919615573,Baseline Better
1628989,Kevin Huerter,482,386,96,-0.025372070678417957,5.562526986183074,0.06368641048554784,0.4375,1.1458603195164077,EWMA,0.07298632505595026,-0.09835839573436822,Baseline Better,-0.0008487894787436723,1.578017055267703,-0.0015848178969576376,0.6354166666666666,-0.02614961139896373,Weighted_Avg,-0.08370814279319516,0.08285935331445149,Significant Improvement,-0.08860027448316687,1.4382286269430054,-0.0017038945061047632,0.5104166666666666,0.10489529360967187,EWMA,0.03785822894472535,-0.12645850342789222,Baseline Better
203501,Tim Hardaway Jr.,475,380,95,-0.4729012312860019,6.72584487534626,-0.15213451435562989,0.3894736842105263,4.304792243767313,Linear_Trend,-0.09145748375168439,-0.38144374753431753,Baseline Better,-0.12747086417189424,1.4465096952908587,-0.08369243601807741,0.43157894736842106,0.604404432132964,Linear_Trend,-0.12142135496348505,-0.006049509208409187,Baseline Better,-0.2732170794344244,1.0846537396121883,0.18912960823496996,0.4842105263157895,-0.6846537396121883,Weighted_Avg,-0.1432998984903333,-0.1299171809440911,Baseline Better
1626172,Kevon Looney,475,380,95,-0.050304045423491095,2.5754293628808864,-0.14212978349613714,0.3894736842105263,0.6596398891966759,Linear_Trend,-0.055982336826253976,0.005678291402762881,Minor Improvement,-0.016149010144836495,2.648337950138504,-0.08644940474386689,0.47368421052631576,0.35360110803324096,Weighted_Avg,0.008297997534448154,-0.02444700767928465,Baseline Better,-0.09633622480947257,0.9055678670360111,0.04340723817275459,0.631578947368421,-0.4213573407202216,Weighted_Avg,-0.08282443437823739,-0.013511790431235182,Baseline Better
203944,Julius Randle,472,378,94,-0.0060258422460988115,5.9137397275695145,0.1766471330706794,0.5,1.1288134639198468,Linear_Trend,0.1415694076168459,-0.1475952498629447,Baseline Better,-0.32295882276809973,2.475543172351683,0.019275194380862594,0.4574468085106383,1.496819768096364,Linear_Trend,-0.013214972207040931,-0.3097438505610588,Baseline Better,-0.09528100579623588,1.7300742992232354,0.015864508189580396,0.5212765957446809,-0.6662445119891929,EWMA,-0.10755337328130121,0.012272367485065327,Minor Improvement
203486,Mason Plumlee,471,377,94,-0.683438839984168,4.142220215587787,-0.03591290813334002,0.39361702127659576,3.0358372368643827,EWMA,-0.10955177689380169,-0.5738870630903663,Baseline Better,-0.13719722917455446,2.8899768609966707,0.1361077052722131,0.48936170212765956,1.195129521982053,MA_10,-0.022468036935097135,-0.11472919223945732,Baseline Better,-0.06072862037371518,1.2545008183306054,-0.04619268642900046,0.4787234042553192,0.3396072013093289,Weighted_Avg,-0.10549037837364339,0.04476175799992821,Minor Improvement
201572,Brook Lopez,469,376,93,-0.028093672073458587,5.085735529627088,-0.06348239075363196,0.5806451612903226,-0.6986387554335393,Linear_Trend,-0.09611315676268739,0.0680194846892288,Significant Improvement,-0.0007714884872931371,2.0028311599176387,0.002666840510825441,0.5483870967741935,0.06734728894989704,Linear_Trend,-0.1143848297588761,0.11361334127158296,Major Improvement,-0.22011444960396398,1.1101006634637383,-0.12036607067612348,0.5591397849462365,-0.6748455730954015,Weighted_Avg,-0.18507605858724663,-0.03503839101671735,Baseline Better
204456,T.J. McConnell,468,375,93,-0.22316681925703796,4.066093189964158,-0.297784724727427,0.44086021505376344,-2.0445878136200717,Weighted_Avg,0.09702519979679614,-0.3201920190538341,Baseline Better,-0.06966296946141015,1.2695913978494624,0.03282881574400352,0.5913978494623656,-0.4523870967741936,MA_10,-0.13987149996033943,0.07020853049892928,Significant Improvement,-0.015000057591491922,1.9792401433691755,-0.029392958169975135,0.4946236559139785,0.30182078853046596,Linear_Trend,-0.11514484641023248,0.10014478881874056,Major Improvement
1628404,Josh Hart,467,374,93,-0.3006088558617275,5.236990397331953,-0.32033403438022706,0.5376344086021505,-3.1501063768615953,Weighted_Avg,-0.08806343915709958,-0.2125454167046279,Baseline Better,-0.5894558212388599,3.9267437180150653,0.007463128366392757,0.4838709677419355,-2.9159910298430223,MA_10,-0.06253489175314342,-0.5269209294857164,Baseline Better,-1.2014708411035597,3.4319188085791503,0.02816085274023739,0.46236559139784944,-3.152348916106032,Weighted_Avg,-0.15931950600973988,-1.0421513350938199,Baseline Better
203507,Giannis Antetokounmpo,466,373,93,-0.01756067861205346,5.779728444175387,0.04291672469224952,0.40860215053763443,-0.9840295194442042,Linear_Trend,-0.06001435135754307,0.04245367274548961,Minor Improvement,-0.11738702382922139,2.8711983625933293,-0.2944174390494604,0.3870967741935484,-0.48364034708409004,Linear_Trend,-0.09046746338544476,-0.026919560443776636,Baseline Better,-0.2221819724494265,2.765285825477817,0.1964319022315068,0.5053763440860215,-1.6255008792412582,Linear_Trend,-0.011578533647926381,-0.21060343880150012,Baseline Better
202331,Paul George,381,305,76,-0.3508533794124453,7.9533649698015525,0.2721533483137216,0.42105263157894735,4.9533649698015525,Weighted_Avg,-0.06321619202012663,-0.2876371873923187,Baseline Better,-0.12496318589026978,2.1665660051768767,-0.006092240290152712,0.3815789473684211,0.8770923209663504,Linear_Trend,-0.16699754912171594,0.04203436323144616,Minor Improvement,-0.0044182214178585255,1.9546591889559963,-0.04484140234692072,0.5131578947368421,0.08623813632441761,Weighted_Avg,-0.1384492762617726,0.1340310548439141,Major Improvement
1630215,Jared Butler,148,119,29,-0.8963593287069906,6.739495798319328,0.3979567190549236,0.5517241379310345,-5.911909591422776,Weighted_Avg,0.06997966471181127,-0.9663389934188019,Baseline Better,-0.6568523248610783,1.6635757751376412,-0.2629072251940473,0.5862068965517241,-1.3709069834830485,Linear_Trend,-0.1598823811367367,-0.49696994372434156,Baseline Better,-1.2919992720661906,3.1958852506519846,-0.13991327680693083,0.5172413793103449,-2.8510576644450882,Weighted_Avg,-0.1257687193189585,-1.166230552747232,Baseline Better
203076,Anthony Davis,377,302,75,-0.01566724282680254,7.720971302428256,-0.12901118149594665,0.5066666666666667,-0.2543046357615894,MA_10,-0.05624433567198461,0.04057709284518207,Minor Improvement,-0.17326446675513862,3.589271523178808,-0.25082014039268086,0.5066666666666667,-1.4826048565121415,MA_10,-0.04416672916822928,-0.12909773758690934,Baseline Better,-0.02327913933161785,1.630728476821192,-0.12641646820076338,0.5733333333333334,-0.28927152317880794,EWMA,-0.16165894369317435,0.1383798043615565,Major Improvement
1630166,Deni Avdija,359,288,71,-0.7006520993669292,8.392458920187794,0.4848619185405833,0.5211267605633803,-7.213174882629107,Weighted_Avg,0.20036252548148248,-0.9010146248484117,Baseline Better,-0.19324925268808313,2.7468212050078247,0.2739134198812958,0.6197183098591549,-1.7609057120500782,Weighted_Avg,0.11150767478838686,-0.30475692747647,Baseline Better,-0.7922897096913295,2.2319542253521125,0.11502009394362231,0.4225352112676056,-1.9220950704225352,Weighted_Avg,-0.03222232375414946,-0.76006738593718,Baseline Better
1630527,Brandon Boston,147,118,29,-0.41709700007474515,4.348918760958504,0.10858696230415218,0.5172413793103449,-3.107539450613676,Linear_Trend,0.01585582462250279,-0.43295282469724794,Baseline Better,-0.22897567489926018,1.272355347749854,0.2899873516080727,0.4827586206896552,-0.7206312098188195,Linear_Trend,-0.24165427468284628,0.012678599783586098,Minor Improvement,-0.03539218799148203,1.0637054354178843,0.6997319467391322,0.6206896551724138,-0.37405026300409117,MA_10,0.26243034055727543,-0.29782252854875746,Baseline Better
1629004,Svi Mykhailiuk,331,265,66,-0.038769144695433466,4.415151515151515,-0.08600562176136982,0.6060606060606061,-1.1606060606060604,Weighted_Avg,0.05929136811855851,-0.09806051281399197,Baseline Better,-0.31087020462780157,1.3828473413379074,0.07493732858766601,0.5,-0.9586049170954832,Weighted_Avg,-0.0331945919568275,-0.27767561267097407,Baseline Better,-0.15484367607677574,1.1870211549456833,-0.12724622422448248,0.5606060606060606,-0.6008576329331046,Weighted_Avg,-0.03305698422970815,-0.12178669184706759,Baseline Better
1630169,Tyrese Haliburton,333,267,66,-0.059005734709222546,6.245431846555442,-0.030127005605882436,0.5303030303030303,-1.9363863352627397,MA_10,-0.10391340669470517,0.04490767198548262,Minor Improvement,-0.0556071037210526,1.510781977074112,-0.028684414693785507,0.5606060606060606,-0.42861196231982746,Linear_Trend,-0.176667821723284,0.1210607180022314,Major Improvement,-0.20613204632382853,2.511008966065146,-0.21768133354643476,0.5606060606060606,-1.3374758824197026,Weighted_Avg,-0.04534691153570458,-0.16078513478812395,Baseline Better
1629631,De'Andre Hunter,327,262,65,-0.17608905197606628,6.004521432765707,-0.19977620264692766,0.47692307692307695,-2.826247798003523,Linear_Trend,-0.03284046321731915,-0.14324858875874713,Baseline Better,-0.0012191726718850937,1.9093364650616558,-0.10622957319984973,0.5538461538461539,0.0016441573693482152,Weighted_Avg,-0.17428099173553724,0.17306181906365214,Major Improvement,-0.12878344841083367,0.9621843805049912,-0.044321555213854204,0.5538461538461539,-0.4224310041103934,Linear_Trend,-0.16282873636946738,0.03404528795863371,Minor Improvement
1628365,Markelle Fultz,241,193,48,-1.3276241487944107,6.623704663212435,0.24669254090090278,0.3958333333333333,5.540371329879101,EWMA,0.020936782157635947,-1.3485609309520465,Baseline Better,-0.1401497945636465,1.844667530224525,0.12702579280160448,0.375,0.780332469775475,EWMA,0.16045510253324202,-0.30060489709688853,Baseline Better,-2.0802167585154065,2.396481001727116,0.2777342339795561,0.5,2.271481001727116,Weighted_Avg,-0.08211014804362926,-1.9981066104717773,Baseline Better
203954,Joel Embiid,358,287,71,-0.07651320552189045,7.91990970211513,-0.09937065095185427,0.5070422535211268,-2.6523040683123127,Linear_Trend,0.045080976390282856,-0.1215941819121733,Baseline Better,-0.0625710738955485,2.8114050154586057,-0.07501563911400888,0.5070422535211268,0.8395740295431123,Linear_Trend,-0.005384550081756645,-0.057186523813791856,Baseline Better,-0.6795345489518327,2.512685871325514,-0.05100969841671793,0.5774647887323944,-2.0619816459734013,Linear_Trend,-0.09148664511213167,-0.5880479038397011,Baseline Better
1629646,Charles Bassey,113,91,22,-0.037874712699887514,3.3566433566433562,0.511766315719159,0.6818181818181818,-0.993006993006993,Linear_Trend,-0.058453552219785765,0.02057883951989825,Minor Improvement,-0.03488082255803082,2.993506493506494,0.3888984091199378,0.6363636363636364,-0.8116883116883117,Linear_Trend,-0.1138601028197539,0.07897928026172307,Significant Improvement,-0.48656371770818274,0.45104895104895104,-0.1371689870577638,0.6363636363636364,-0.36713286713286714,Weighted_Avg,-0.26893126385809274,-0.21763245385009,Baseline Better
1630573,Sam Hauser,256,205,51,-0.060012638889295866,4.644858919177427,0.07753529671908842,0.5686274509803921,-1.5468197034911526,MA_10,-0.020103928113961667,-0.0399087107753342,Baseline Better,-0.2793522008509295,1.4939263510282161,0.29064978363402366,0.7058823529411765,-1.0625538020086083,Weighted_Avg,-0.13528553849913183,-0.14406666235179766,Baseline Better,-0.9101898691496051,0.8255380200860832,0.025451390519031124,0.43137254901960786,-0.8255380200860832,Weighted_Avg,-0.1690223173955232,-0.7411675517540819,Baseline Better
1631117,Walker Kessler,196,157,39,-0.17985503130620573,4.281398007512657,0.07192509794910915,0.6410256410256411,-2.231422505307856,EWMA,-0.09895037920750593,-0.08090465209869979,Baseline Better,-1.2782832255185381,4.915727584517394,-0.10848243859155325,0.6153846153846154,-4.659317328107138,Weighted_Avg,-0.14822713942948562,-1.1300560860890525,Baseline Better,-0.24591007360096118,1.2052915237628612,-0.2229955734792875,0.5384615384615384,-0.7950351135064511,Weighted_Avg,-0.15744836294378728,-0.0884617106571739,Baseline Better
203114,Khris Middleton,398,319,79,-0.35564255131575195,6.177254870838459,0.049970457521419084,0.43037974683544306,3.873457402484028,Linear_Trend,0.012846977263336279,-0.36848952857908823,Baseline Better,-0.07677063279851026,1.9160747589381375,0.18367374462299382,0.4050632911392405,0.6662037220745208,EWMA,-0.0001492249198682405,-0.07662140787864202,Baseline Better,-0.1402821831593175,2.187730645609301,-0.1315103587293877,0.4177215189873418,-0.9008769493274076,MA_10,0.03249477227520792,-0.17277695543452543,Baseline Better
204060,Joe Ingles,399,320,79,-1.5085546115902195,5.8722310126582276,0.31513949734389357,0.3924050632911392,5.112737341772152,MA_10,0.05966389691945395,-1.5682185085096734,Baseline Better,-0.8961930688448292,1.6017009493670886,0.10707819847017971,0.5063291139240507,1.3232199367088606,Weighted_Avg,0.09773422242024321,-0.9939272912650724,Baseline Better,-0.5865307015674954,2.0170094936708862,0.1482937132851645,0.4050632911392405,1.4260284810126582,Linear_Trend,0.06079196194809211,-0.6473226635155875,Baseline Better
