SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400813,2025-02-23,LAC @ IND,L,29.911666666666665,8,11,0.727,0,0,0.0,6,6,1.0,1,5,6,2,0,0,0,1,1,4,22,-9,32.2,0,0,30.0,1,32,32,32,36,17,21,13,1,1,1,1,3,1,47,47,53,27,49,32,35,26,9,13,6,43,38,35,1,36,1,29:55
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400793,2025-02-20,LAC @ MIL,L,36.84166666666667,8,13,0.615,0,0,0.0,4,5,0.8,3,12,15,1,2,1,4,1,2,5,20,-8,52.5,1,0,46.0,1,32,32,32,6,17,12,28,1,1,1,6,6,18,27,6,12,36,11,11,3,26,20,2,16,41,8,1,1,8,1,36:51
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022401004,2025-02-13,LAC @ UTA,W,25.185,4,12,0.333,0,0,0.0,2,2,1.0,6,2,8,0,1,2,1,0,2,2,10,-3,27.6,0,0,24.0,1,1,1,1,50,42,17,49,1,1,1,17,28,1,8,54,47,51,26,3,16,1,20,34,41,35,45,35,1,44,1,25:11
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400783,2025-02-12,LAC vs. MEM,W,32.49166666666667,5,7,0.714,0,0,0.0,2,2,1.0,3,10,13,3,2,3,1,1,2,3,12,17,42.1,1,0,36.0,1,1,1,1,28,36,47,17,1,1,1,17,28,1,27,17,21,17,11,2,16,26,20,19,36,11,21,1,1,24,1,32:30
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400751,2025-02-08,LAC vs. UTA,W,33.446666666666665,13,16,0.813,0,0,0.0,0,0,0.0,4,11,15,5,1,2,1,0,3,2,26,19,59.5,1,0,52.0,1,1,1,1,24,1,7,6,1,1,1,41,47,41,13,10,12,2,26,3,16,1,37,34,1,9,1,1,1,2,1,33:27
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400733,2025-02-06,LAC vs. IND,L,34.81666666666667,8,11,0.727,0,0,0.0,2,2,1.0,4,11,15,2,2,1,0,1,3,2,18,-7,40.0,1,0,37.0,1,32,32,32,17,17,21,13,1,1,1,17,28,1,13,10,12,27,11,11,35,26,37,34,20,40,24,1,1,19,1,34:49
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400715,2025-02-04,LAC vs. LAL,L,27.923333333333332,2,7,0.286,0,0,0.0,4,4,1.0,4,6,10,3,2,1,0,0,3,3,8,-9,25.5,0,0,23.0,1,32,32,32,45,48,47,50,1,1,1,6,13,1,13,43,37,17,11,11,35,1,37,19,46,43,46,35,1,46,1,27:55
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400697,2025-02-02,LAC @ TOR,L,40.04333333333334,7,11,0.636,0,0,0.0,4,4,1.0,0,8,8,1,0,1,3,1,0,3,18,10,41.1,0,0,35.0,1,32,32,32,1,27,21,25,1,1,1,6,13,1,54,30,47,36,49,11,4,26,1,19,20,18,22,35,1,26,1,40:03
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400679,2025-01-31,LAC @ CHA,W,31.983333333333334,7,10,0.7,0,0,0.0,0,0,0.0,2,9,11,1,1,1,0,0,2,1,14,7,30.7,1,0,28.0,1,1,1,1,30,27,29,19,1,1,1,41,47,41,41,23,33,36,26,11,35,1,20,49,31,24,41,1,1,39,1,31:59
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400671,2025-01-29,LAC @ SAS,W,33.663333333333334,8,16,0.5,0,0,0.0,5,5,1.0,9,13,22,3,1,1,0,4,3,4,21,20,53.9,1,0,48.0,1,1,1,1,23,17,7,37,1,1,1,3,6,1,2,4,1,17,26,11,35,54,37,13,10,8,6,1,1,7,1,33:40
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400659,2025-01-27,LAC @ PHX,L,34.17333333333333,12,17,0.706,0,0,0.0,1,1,1.0,5,11,16,4,3,1,1,1,2,2,25,9,53.2,1,0,49.0,1,32,32,32,18,2,3,18,1,1,1,27,42,1,11,10,8,6,7,11,16,26,20,34,2,22,7,1,1,5,1,34:10
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400646,2025-01-25,LAC vs. MIL,W,28.491666666666667,5,10,0.5,0,0,0.0,2,2,1.0,3,7,10,1,1,2,0,1,2,2,12,5,30.5,1,0,27.0,1,1,1,1,41,36,29,37,1,1,1,17,28,1,27,36,37,36,26,3,35,26,20,34,36,26,42,1,1,41,1,28:30
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400983,2025-01-23,LAC vs. WAS,W,29.39666666666667,5,10,0.5,0,0,0.0,1,2,0.5,3,6,9,2,1,0,0,0,2,2,11,12,23.8,0,0,22.0,1,1,1,1,38,36,29,37,1,1,1,27,28,26,27,43,42,27,26,32,35,1,20,34,38,17,48,35,1,48,1,29:24
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400596,2025-01-19,LAC vs. LAL,W,35.483333333333334,9,16,0.563,0,0,0.0,3,3,1.0,8,11,19,3,2,1,3,3,1,3,21,18,58.3,1,0,51.0,1,1,1,1,14,10,7,33,1,1,1,11,20,1,4,10,3,17,11,11,4,52,9,19,10,10,3,1,1,3,1,35:29
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400575,2025-01-16,LAC @ POR,W,28.1,5,10,0.5,0,0,0.0,0,0,0.0,1,7,8,3,1,2,2,0,3,1,10,28,35.1,0,0,29.0,1,1,1,1,44,36,29,37,1,1,1,41,47,41,47,36,47,17,26,3,8,1,37,49,41,5,31,35,1,37,1,28:06
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400571,2025-01-15,LAC vs. BKN,W,22.05,4,6,0.667,0,0,0.0,3,3,1.0,3,6,9,4,2,1,1,0,2,2,11,48,31.8,0,0,28.0,1,1,1,1,54,42,52,21,1,1,1,11,20,1,27,43,42,6,11,11,16,1,20,34,38,1,39,35,1,39,1,22:03
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400553,2025-01-13,LAC vs. MIA,W,32.1,10,13,0.769,0,0,0.0,1,3,0.333,4,16,20,1,1,0,2,1,0,3,21,3,51.5,1,0,46.0,1,1,1,1,29,6,12,10,1,1,1,27,20,33,13,1,2,36,26,32,8,26,1,19,10,28,9,1,1,8,1,32:06
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400515,2025-01-08,LAC @ DEN,L,28.616666666666667,2,4,0.5,0,0,0.0,6,7,0.857,1,7,8,3,2,0,1,1,1,4,10,-21,25.1,0,0,23.0,1,32,32,32,40,48,53,37,1,1,1,1,2,17,47,36,47,17,11,32,16,26,9,13,41,52,47,35,1,46,1,28:37
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400500,2025-01-06,LAC @ MIN,L,35.13,7,11,0.636,0,0,0.0,3,3,1.0,3,13,16,2,2,1,6,0,2,3,17,-2,58.2,1,0,49.0,1,32,32,32,15,27,21,25,1,1,1,11,20,1,27,4,8,27,11,11,1,1,20,19,24,33,5,1,1,5,1,35:08
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400486,2025-01-04,LAC vs. ATL,W,31.85,9,11,0.818,0,0,0.0,0,1,0.0,4,14,18,4,1,0,1,0,3,1,18,25,47.6,1,0,42.0,1,1,1,1,32,10,21,4,1,1,1,41,42,41,13,3,5,6,26,32,16,1,37,49,20,6,13,1,1,12,1,31:51
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400466,2025-01-02,LAC @ OKC,L,23.083333333333332,5,9,0.556,0,0,0.0,1,3,0.333,1,8,9,2,2,0,0,1,1,4,11,-23,22.8,0,0,22.0,1,32,32,32,52,36,37,34,1,1,1,27,20,33,47,30,42,27,11,32,35,26,9,13,38,53,49,35,1,48,1,23:05
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400451,2024-12-31,LAC @ SAS,L,22.166666666666668,2,7,0.286,0,0,0.0,1,2,0.5,2,5,7,2,1,0,0,2,2,2,5,-19,15.4,0,0,14.0,1,32,32,32,53,48,47,50,1,1,1,27,28,26,41,47,52,27,26,32,35,44,20,34,53,51,54,35,1,54,1,22:10
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400444,2024-12-30,LAC @ NOP,W,35.99166666666667,9,13,0.692,0,0,0.0,2,5,0.4,7,9,16,4,0,1,0,2,0,5,20,-4,48.2,1,0,42.0,1,1,1,1,11,10,12,20,1,1,1,17,6,31,6,23,8,6,49,11,35,44,1,2,16,36,11,1,1,12,1,35:60
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400426,2024-12-27,LAC vs. GSW,W,35.95,8,9,0.889,0,0,0.0,1,3,0.333,1,10,11,2,2,0,5,0,2,3,17,5,46.2,1,0,40.0,1,1,1,1,12,17,37,2,1,1,1,27,20,33,47,17,33,27,11,32,2,1,20,19,24,26,15,1,1,16,1,35:57
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400399,2024-12-23,LAC @ MEM,W,39.64333333333333,10,18,0.556,0,0,0.0,0,1,0.0,9,10,19,1,1,4,1,2,3,2,20,17,58.3,1,0,50.0,1,1,1,1,2,6,2,34,1,1,1,41,42,41,2,17,3,36,26,1,16,44,37,34,16,11,3,1,1,4,1,39:39
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400385,2024-12-21,LAC @ DAL,L,33.86666666666667,6,10,0.6,0,0,0.0,1,2,0.5,4,11,15,3,2,1,1,0,2,5,13,-2,39.5,1,0,35.0,1,32,32,32,20,32,29,30,1,1,1,27,28,26,13,10,12,17,11,11,16,1,20,2,33,33,25,1,1,26,1,33:52
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400368,2024-12-19,LAC @ DAL,W,33.31666666666667,10,13,0.769,0,0,0.0,1,2,0.5,3,12,15,5,1,2,0,0,2,2,21,15,51.5,1,0,45.0,1,1,1,1,25,6,12,10,1,1,1,27,28,26,27,6,12,2,26,3,35,1,20,34,10,14,9,1,1,10,1,33:19
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022401226,2024-12-16,LAC vs. UTA,W,25.566666666666666,8,11,0.727,0,0,0.0,3,4,0.75,2,10,12,4,1,1,2,1,3,3,19,29,47.4,1,0,41.0,1,1,1,1,48,17,21,13,1,1,1,11,13,20,41,17,25,6,26,11,8,26,37,19,19,4,14,1,1,15,1,25:34
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022401213,2024-12-13,LAC @ DEN,L,31.933333333333334,6,12,0.5,0,0,0.0,1,3,0.333,4,9,13,4,2,1,0,0,0,3,13,-8,35.6,1,0,32.0,1,32,32,32,31,32,17,37,1,1,1,27,20,33,13,23,21,6,11,11,35,1,1,19,33,41,30,1,1,33,1,31:56
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400356,2024-12-08,LAC vs. HOU,L,36.56666666666667,9,15,0.6,0,0,0.0,3,4,0.75,3,9,12,1,0,0,2,2,2,4,21,-9,42.9,1,0,38.0,1,32,32,32,9,10,10,30,1,1,1,11,13,20,27,23,25,36,49,32,8,44,20,13,10,43,19,1,1,18,1,36:34
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400324,2024-12-04,LAC vs. MIN,L,26.483333333333334,2,4,0.5,0,0,0.0,0,0,0.0,3,7,10,1,1,0,0,0,0,5,4,-24,16.5,0,0,15.0,1,32,32,32,47,48,53,37,1,1,1,41,47,41,27,36,37,36,26,32,35,1,1,2,54,54,53,35,1,53,1,26:29
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400060,2024-12-03,LAC vs. POR,W,28.37,4,8,0.5,0,0,0.0,0,2,0.0,4,6,10,2,1,0,2,2,1,5,8,15,28.0,0,0,24.0,1,1,1,1,43,42,43,37,1,1,1,41,28,41,13,43,37,27,26,32,8,44,9,2,46,14,44,35,1,44,1,28:22
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400314,2024-12-01,LAC vs. DEN,W,35.11,2,9,0.222,0,0,0.0,2,5,0.4,3,5,8,5,3,0,0,0,2,4,6,10,20.1,0,0,19.0,1,1,1,1,16,48,37,54,1,1,1,17,6,31,27,47,47,2,7,32,35,1,20,13,50,18,52,35,1,50,1,35:07
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400044,2024-11-29,LAC @ MIN,L,33.75,8,9,0.889,0,0,0.0,0,0,0.0,4,9,13,1,1,1,0,0,3,3,16,7,35.1,1,0,32.0,1,32,32,32,22,17,37,2,1,1,1,41,47,41,13,23,21,36,26,11,35,1,37,19,28,24,31,1,1,33,1,33:45
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400291,2024-11-27,LAC @ WAS,W,23.733333333333334,9,11,0.818,0,0,0.0,0,0,0.0,4,12,16,1,1,0,1,1,0,1,18,30,40.7,1,0,37.0,1,1,1,1,51,10,21,4,1,1,1,41,47,41,13,6,8,36,26,32,16,26,1,49,20,3,23,1,1,19,1,23:44
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400281,2024-11-25,LAC @ BOS,L,28.916666666666668,11,14,0.786,0,0,0.0,1,4,0.25,3,7,10,1,1,0,1,0,0,3,23,-13,38.5,1,0,36.0,1,32,32,32,39,3,11,8,1,1,1,27,13,38,27,36,37,36,26,32,16,1,1,19,4,49,28,1,1,24,1,28:55
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400274,2024-11-24,LAC @ PHI,W,25.366666666666667,8,10,0.8,0,0,0.0,0,1,0.0,3,9,12,4,2,0,1,1,0,2,16,35,37.4,1,0,34.0,1,1,1,1,49,17,29,7,1,1,1,41,42,41,27,23,25,6,11,32,16,26,1,34,28,2,29,1,1,29,1,25:22
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400034,2024-11-22,LAC vs. SAC,W,30.816666666666666,5,8,0.625,0,0,0.0,0,0,0.0,4,11,15,4,4,0,1,0,4,1,10,8,33.0,1,0,31.0,1,1,1,1,34,36,43,27,1,1,1,41,47,41,13,10,12,6,2,32,16,1,50,49,41,23,36,1,1,35,1,30:49
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400259,2024-11-20,LAC vs. ORL,W,30.733333333333334,8,11,0.727,0,0,0.0,1,4,0.25,8,4,12,3,4,1,0,1,1,3,17,10,34.9,1,0,34.0,1,1,1,1,35,17,21,13,1,1,1,27,13,38,4,51,25,17,2,11,35,26,9,19,24,18,33,1,1,29,1,30:44
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400251,2024-11-18,LAC vs. GSW,W,36.45,3,8,0.375,0,0,0.0,2,2,1.0,1,16,17,4,1,2,1,1,1,2,8,21,42.4,0,0,35.0,1,1,1,1,10,47,43,47,1,1,1,17,28,1,47,1,7,6,26,3,16,26,9,34,46,7,20,35,1,26,1,36:27
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400243,2024-11-17,LAC vs. UTA,W,32.78333333333333,11,17,0.647,0,0,0.0,0,2,0.0,6,5,11,2,5,0,2,0,3,2,22,10,39.2,1,0,39.0,1,1,1,1,27,3,3,23,1,1,1,41,28,41,8,47,33,27,1,32,8,1,37,34,6,18,26,1,1,17,1,32:47
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400016,2024-11-15,LAC @ HOU,L,29.7,2,7,0.286,0,0,0.0,2,2,1.0,3,8,11,0,2,0,1,0,4,2,6,-15,20.2,0,0,19.0,1,32,32,32,37,48,47,50,1,1,1,17,28,1,27,30,33,51,11,32,16,1,50,34,50,50,51,35,1,50,1,29:42
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400222,2024-11-13,LAC @ HOU,L,27.45,4,8,0.5,0,0,0.0,0,2,0.0,2,4,6,1,0,1,1,2,2,1,8,-1,22.7,0,0,19.0,1,32,32,32,46,42,43,37,1,1,1,41,28,41,41,51,53,36,49,11,16,44,20,49,46,31,50,35,1,50,1,27:27
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400215,2024-11-11,LAC @ OKC,L,34.05833333333333,9,12,0.75,0,0,0.0,4,6,0.667,4,10,14,0,4,0,3,1,1,5,22,-9,43.8,1,0,42.0,1,32,32,32,19,10,17,12,1,1,1,6,3,23,13,17,20,51,2,32,4,26,9,2,6,43,17,1,1,12,1,34:04
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400200,2024-11-09,LAC vs. TOR,W,38.32833333333333,7,12,0.583,0,0,0.0,0,0,0.0,2,10,12,1,1,2,3,2,3,3,14,-6,43.9,1,0,37.0,1,1,1,1,4,27,17,32,1,1,1,41,47,41,41,17,25,36,26,3,4,44,37,19,31,38,16,1,1,19,1,38:20
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400196,2024-11-08,LAC @ SAC,W,36.59,6,9,0.667,0,0,0.0,1,2,0.5,7,8,15,5,1,0,2,0,3,5,13,-4,43.5,1,0,37.0,1,1,1,1,8,32,37,21,1,1,1,27,28,26,6,30,12,2,26,32,8,1,37,2,33,36,18,1,1,19,1,36:35
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400179,2024-11-06,LAC vs. PHI,W,33.28333333333333,7,9,0.778,0,0,0.0,1,1,1.0,2,7,9,3,1,1,0,0,1,2,15,13,32.3,0,0,29.0,1,1,1,1,26,27,37,9,1,1,1,27,42,1,41,36,42,17,26,11,35,1,9,34,30,16,37,35,1,37,1,33:17
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400168,2024-11-04,LAC vs. SAS,W,36.72,6,17,0.353,0,0,0.0,5,5,1.0,10,3,13,4,4,0,0,3,3,3,17,16,34.6,1,0,34.0,1,1,1,1,7,32,3,48,1,1,1,3,6,1,1,53,21,6,2,32,35,52,37,19,24,13,34,1,1,29,1,36:43
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400150,2024-11-02,LAC vs. OKC,L,28.4,4,10,0.4,0,0,0.0,1,5,0.2,3,9,12,0,1,1,1,1,2,5,9,-9,28.4,0,0,25.0,1,32,32,32,42,42,29,46,1,1,1,27,6,40,27,23,25,51,26,11,16,26,20,2,45,43,43,35,1,42,1,28:24
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400131,2024-10-31,LAC vs. PHX,L,35.53333333333333,9,10,0.9,0,0,0.0,4,5,0.8,5,7,12,1,2,1,0,0,1,5,22,-11,38.9,1,0,37.0,1,32,32,32,13,10,29,1,1,1,1,6,6,18,11,36,25,36,11,11,35,1,9,2,6,48,27,1,1,19,1,35:32
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400127,2024-10-30,LAC vs. POR,L,31.233333333333334,2,7,0.286,0,0,0.0,2,6,0.333,4,8,12,1,0,1,2,0,4,3,6,-1,30.9,0,0,25.0,1,32,32,32,33,48,47,50,1,1,1,17,3,33,13,30,25,36,49,11,8,1,50,19,50,31,40,35,1,42,1,31:14
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400101,2024-10-27,LAC @ GSW,W,37.501666666666665,10,19,0.526,0,0,0.0,3,4,0.75,6,12,18,6,4,2,1,2,1,5,23,3,58.6,1,0,53.0,1,1,1,1,5,6,1,36,1,1,1,11,13,20,8,6,5,1,2,3,16,44,9,2,4,28,2,1,1,1,1,37:30
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400087,2024-10-26,LAC @ DEN,W,39.06,11,17,0.647,0,0,0.0,2,3,0.667,4,11,15,4,3,0,1,1,4,5,24,-6,48.0,1,0,45.0,1,1,1,1,3,3,3,23,1,1,1,17,20,23,13,10,12,6,7,32,16,26,50,2,3,38,12,1,1,10,1,39:04
2024-25,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022400071,2024-10-23,LAC vs. PHX,L,33.80833333333333,8,13,0.615,0,0,0.0,5,8,0.625,1,8,9,3,3,0,0,0,6,6,21,1,33.3,0,0,33.0,1,32,32,32,21,17,12,28,1,1,1,3,1,25,47,30,42,17,7,32,35,1,54,1,10,30,35,35,1,32,1,33:49
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400813,2025-02-23,IND vs. LAC,W,29.783333333333335,5,11,0.455,0,2,0.0,2,2,1.0,1,4,5,1,2,1,0,0,3,1,12,17,20.5,0,0,20.0,1,1,1,1,20,11,8,19,21,16,21,13,14,1,6,8,8,38,10,17,5,1,24,25,13,7,24,1,1,24,1,29:47
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400788,2025-02-20,IND vs. MEM,W,29.883333333333333,4,9,0.444,1,4,0.25,2,2,1.0,0,3,3,4,1,2,0,0,2,4,11,7,25.6,0,0,23.0,1,1,1,1,19,15,16,21,10,4,16,13,14,1,16,11,17,19,21,6,5,1,13,2,16,14,16,1,1,16,1,29:53
