SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400771,2025-02-12,IND @ WAS,W,28.1,2,6,0.333,1,2,0.5,4,4,1.0,1,2,3,4,1,0,0,2,4,4,9,-9,17.6,0,0,17.0,1,1,1,1,29,31,27,29,10,16,8,4,8,1,6,18,17,19,21,30,5,35,31,2,23,32,31,1,1,28,1,28:06
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400765,2025-02-11,IND vs. NYK,L,29.531666666666666,3,8,0.375,0,2,0.0,2,2,1.0,0,1,1,2,1,3,0,0,2,4,8,-13,20.2,0,0,17.0,1,27,27,27,22,22,20,24,21,16,21,13,14,1,16,30,32,34,21,1,5,1,13,2,25,35,26,1,1,28,1,29:32
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400742,2025-02-08,IND @ LAL,L,21.75,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,3,3,1,0,0,5,1,2,-11,6.5,0,0,7.0,1,27,27,27,33,39,38,39,21,31,21,13,14,1,16,37,37,27,5,17,5,1,36,25,37,33,38,1,1,38,1,21:45
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400733,2025-02-06,IND @ LAC,W,31.083333333333332,2,9,0.222,0,3,0.0,0,0,0.0,2,1,3,2,1,2,0,2,2,0,4,6,15.6,0,0,13.0,1,1,1,1,14,31,16,37,21,9,21,28,30,28,2,30,17,34,21,6,5,35,13,34,35,16,33,1,1,34,1,31:05
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400716,2025-02-04,IND @ POR,L,27.216666666666665,6,10,0.6,0,1,0.0,5,6,0.833,0,6,6,2,4,2,1,2,4,3,17,-24,32.2,0,0,31.0,1,27,27,27,31,4,15,10,21,31,21,2,2,15,16,4,4,34,2,6,1,35,31,10,5,39,7,1,1,4,1,27:13
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400707,2025-02-03,IND @ UTA,W,29.666666666666668,4,5,0.8,2,3,0.667,0,0,0.0,0,3,3,8,1,2,0,0,4,1,10,-7,30.6,0,0,27.0,1,1,1,1,21,15,32,4,1,9,6,28,30,28,16,11,17,3,21,6,5,1,31,25,18,31,10,1,1,11,1,29:40
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400686,2025-02-01,IND vs. ATL,W,30.141666666666666,7,11,0.636,1,3,0.333,4,4,1.0,0,1,1,5,3,2,0,1,5,4,19,-2,30.7,0,0,30.0,1,1,1,1,17,2,8,7,10,9,15,4,8,1,16,30,32,15,5,6,5,23,36,2,2,26,9,1,1,6,1,30:09
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400633,2025-01-25,IND @ SAS,W,31.533333333333335,6,9,0.667,2,2,1.0,1,2,0.5,1,7,8,9,0,3,0,1,3,3,15,25,47.1,0,0,40.0,1,1,1,1,10,4,16,6,1,16,1,23,14,22,6,1,2,1,35,1,5,23,24,10,8,1,1,1,1,2,1,31:32
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400621,2025-01-23,IND @ SAS,L,26.5,3,8,0.375,0,3,0.0,2,2,1.0,2,2,4,8,1,3,0,0,1,2,8,-11,32.8,0,0,26.0,1,27,27,27,32,22,20,24,21,9,21,13,14,1,2,18,10,3,21,1,5,1,5,17,25,33,5,1,1,12,1,26:30
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400588,2025-01-18,IND vs. PHI,W,28.45,3,6,0.5,1,2,0.5,0,2,0.0,0,1,1,3,1,0,0,0,5,1,7,3,11.7,0,0,12.0,1,1,1,1,27,22,27,14,10,16,8,28,14,28,16,30,32,27,21,30,5,1,36,25,30,23,36,1,1,35,1,28:27
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400572,2025-01-16,IND @ DET,W,41.0,4,11,0.364,0,3,0.0,4,6,0.667,0,4,4,6,3,3,0,2,2,3,12,9,31.8,0,0,28.0,1,1,1,1,1,15,8,28,21,9,21,4,2,21,16,8,10,13,5,1,5,35,13,10,13,13,8,1,1,9,1,41:00
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400554,2025-01-14,IND vs. CLE,L,32.96666666666667,4,12,0.333,0,1,0.0,2,5,0.4,1,3,4,9,2,3,0,1,1,4,10,-18,35.3,0,0,29.0,1,27,27,27,8,15,4,29,21,31,21,13,5,27,6,11,10,1,10,1,5,23,5,2,18,36,4,1,1,7,1,32:58
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400543,2025-01-12,IND @ CLE,W,28.166666666666668,7,11,0.636,2,4,0.5,3,4,0.75,0,2,2,4,3,2,0,1,2,2,19,-4,30.4,0,0,31.0,1,1,1,1,28,2,8,7,1,4,8,11,8,19,16,18,24,19,5,6,5,23,13,17,2,29,11,1,1,4,1,28:10
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400525,2025-01-10,IND vs. GSW,W,29.183333333333334,2,6,0.333,0,0,0.0,0,2,0.0,2,2,4,5,1,1,0,0,1,2,4,12,18.3,0,0,15.0,1,1,1,1,23,31,27,29,21,38,21,28,14,28,2,18,10,15,21,17,5,1,5,17,35,8,29,1,1,32,1,29:11
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400510,2025-01-08,IND vs. CHI,W,31.083333333333332,5,11,0.455,0,3,0.0,4,5,0.8,0,6,6,5,2,2,0,1,3,5,14,20,32.7,0,0,29.0,1,1,1,1,14,11,8,19,21,9,21,4,5,17,16,4,4,15,10,6,5,23,24,1,10,4,6,1,1,7,1,31:05
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400495,2025-01-06,IND @ BKN,W,31.27166666666667,3,8,0.375,1,4,0.25,1,2,0.5,0,5,5,3,1,2,0,1,2,1,8,12,23.5,0,0,21.0,1,1,1,1,13,22,20,24,10,4,16,23,14,22,16,7,8,27,21,6,5,23,13,25,25,8,20,1,1,21,1,31:16
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400480,2025-01-04,IND vs. PHX,W,30.116666666666667,3,3,1.0,2,2,1.0,1,2,0.5,1,2,3,7,2,1,0,0,4,1,9,20,24.1,0,0,23.0,1,1,1,1,18,22,36,1,1,16,1,23,14,22,6,18,17,7,10,17,5,1,31,25,23,4,19,1,1,16,1,30:07
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400463,2025-01-02,IND @ MIA,W,29.116666666666667,3,7,0.429,0,2,0.0,0,0,0.0,3,3,6,6,0,1,0,0,1,2,6,10,25.2,0,0,20.0,1,1,1,1,24,22,26,23,21,16,21,28,30,28,1,11,4,13,35,17,5,1,5,17,31,11,17,1,1,24,1,29:07
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400450,2024-12-31,IND vs. MIL,L,31.666666666666668,4,14,0.286,2,5,0.4,0,0,0.0,0,2,2,3,2,0,0,0,4,3,10,2,14.9,0,0,17.0,1,27,27,27,9,15,2,34,1,1,13,28,30,28,16,18,24,27,10,30,5,1,31,10,18,25,34,1,1,28,1,31:40
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400437,2024-12-29,IND @ BOS,W,33.28333333333333,6,12,0.5,1,1,1.0,4,5,0.8,1,7,8,8,2,0,1,0,3,3,17,23,39.6,0,0,36.0,1,1,1,1,5,4,4,14,10,31,1,4,5,17,6,1,2,3,10,30,1,1,24,10,5,3,3,1,1,3,1,33:17
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400410,2024-12-26,IND vs. OKC,L,28.6,9,17,0.529,1,5,0.2,4,4,1.0,2,7,9,7,2,0,1,1,2,2,23,-3,45.3,0,0,42.0,1,27,27,27,26,1,1,13,10,1,20,4,8,1,2,1,1,7,10,30,1,23,13,17,1,27,2,1,1,1,1,28:36
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400403,2024-12-23,IND @ GSW,W,33.31666666666667,6,13,0.462,1,4,0.25,2,2,1.0,1,3,4,3,4,0,0,3,2,1,15,4,20.3,0,0,23.0,1,1,1,1,4,4,3,18,10,4,16,13,14,1,6,11,10,27,2,30,5,39,13,25,8,21,25,1,1,16,1,33:19
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400389,2024-12-22,IND @ SAC,W,18.833333333333332,5,6,0.833,2,2,1.0,0,0,0.0,0,1,1,4,2,1,1,0,1,0,12,10,23.2,0,0,23.0,1,1,1,1,37,11,27,3,1,16,1,28,30,28,16,30,32,19,10,17,1,1,5,34,13,11,22,1,1,16,1,18:50
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400369,2024-12-19,IND @ PHX,W,33.03333333333333,6,12,0.5,2,2,1.0,5,6,0.833,0,1,1,4,0,1,0,1,0,4,19,11,29.2,0,0,28.0,1,1,1,1,7,4,4,14,1,16,1,2,2,15,16,30,32,19,35,17,5,23,1,2,2,10,12,1,1,9,1,33:02
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022401216,2024-12-15,IND vs. NOP,W,27.6,5,8,0.625,0,2,0.0,7,7,1.0,1,1,2,7,5,0,0,0,1,4,17,18,24.9,0,0,26.0,1,1,1,1,30,11,20,9,21,16,21,1,1,1,6,30,24,7,1,30,5,1,5,2,5,6,18,1,1,12,1,27:36
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022401209,2024-12-13,IND @ PHI,W,33.266666666666666,2,6,0.333,0,2,0.0,1,2,0.5,0,4,4,7,1,0,0,0,2,2,5,24,19.3,0,0,16.0,1,1,1,1,6,31,27,29,21,16,21,23,14,22,16,8,10,7,21,30,5,1,13,17,33,2,27,1,1,31,1,33:16
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400349,2024-12-08,IND vs. CHA,L,30.653333333333332,3,5,0.6,2,3,0.667,2,2,1.0,1,3,4,3,4,1,0,0,1,1,10,-5,18.3,0,0,21.0,1,27,27,27,16,22,32,10,1,9,6,13,14,1,6,11,10,27,2,17,5,1,5,25,18,30,29,1,1,21,1,30:39
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400336,2024-12-06,IND @ CHI,W,21.616666666666667,4,5,0.8,0,1,0.0,0,0,0.0,0,6,6,4,1,2,0,0,1,0,8,4,26.2,0,0,22.0,1,1,1,1,34,15,32,4,21,31,21,28,30,28,16,4,4,19,21,6,5,1,5,34,25,21,15,1,1,20,1,21:37
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400054,2024-12-03,IND @ TOR,L,18.85,1,5,0.2,0,1,0.0,4,4,1.0,0,0,0,4,2,1,0,0,2,3,6,-18,13.0,0,0,12.0,1,27,27,27,36,36,32,38,21,31,21,4,8,1,16,37,37,19,10,17,5,1,13,10,31,36,35,1,1,35,1,18:51
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400306,2024-12-01,IND @ MEM,L,14.75,6,11,0.545,2,5,0.4,0,0,0.0,0,2,2,4,0,2,0,1,2,0,14,5,28.4,0,0,26.0,1,27,27,27,38,4,8,12,1,1,13,28,30,28,16,18,24,19,35,6,5,23,13,34,10,19,13,1,1,12,1,14:45
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400170,2024-11-06,IND vs. ORL,W,31.35,2,8,0.25,1,2,0.5,0,0,0.0,0,2,2,5,1,1,0,1,3,2,5,5,16.9,0,0,15.0,1,1,1,1,12,31,20,36,10,16,8,28,30,28,16,18,24,15,21,17,5,23,24,17,33,19,32,1,1,32,1,31:21
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400165,2024-11-04,IND @ DAL,W,28.8,4,9,0.444,1,2,0.5,2,2,1.0,1,2,3,3,0,0,0,1,3,1,11,7,19.1,0,0,18.0,1,1,1,1,25,15,16,21,10,16,8,13,14,1,6,18,17,27,35,30,5,23,24,25,16,14,28,1,1,27,1,28:48
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400119,2024-10-30,IND vs. BOS,W,5.05,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,1,0,0,0,0,2,3,5.5,0,0,5.0,1,1,1,1,39,36,38,1,21,38,21,28,30,28,16,37,37,38,21,17,5,1,1,34,37,23,39,1,1,39,1,5:03
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400102,2024-10-28,IND @ ORL,L,33.715,6,12,0.5,0,1,0.0,1,2,0.5,0,3,3,7,2,1,0,1,0,2,13,-3,28.1,0,0,25.0,1,27,27,27,3,4,4,14,21,31,21,23,14,22,16,11,17,7,10,17,5,23,1,17,12,27,14,1,1,15,1,33:43
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400097,2024-10-27,IND vs. PHI,L,31.41,3,11,0.273,1,4,0.25,3,4,0.75,0,2,2,8,1,0,0,0,6,3,10,6,23.4,0,0,21.0,1,27,27,27,11,22,8,35,10,4,16,11,8,19,16,18,24,3,21,30,5,1,39,10,18,16,21,1,1,21,1,31:25
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400081,2024-10-25,IND @ NYK,L,21.426666666666666,1,3,0.333,0,2,0.0,0,0,0.0,0,2,2,2,3,2,0,0,0,0,2,-20,10.4,0,0,10.0,1,27,27,27,35,36,36,29,21,16,21,28,30,28,16,18,24,34,5,6,5,1,1,34,37,38,37,1,1,37,1,21:26
2024-25,1629614,Andrew Nembhard,Andrew,1610612754,IND,Indiana Pacers,0022400063,2024-10-23,IND @ DET,W,34.81333333333333,3,8,0.375,0,2,0.0,2,2,1.0,0,2,2,7,2,1,0,0,3,4,8,6,21.9,0,0,19.0,1,1,1,1,2,22,20,24,21,16,21,13,14,1,16,18,24,7,10,17,5,1,24,2,25,16,23,1,1,26,1,34:49
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400813,2025-02-23,IND vs. LAC,W,24.716666666666665,7,11,0.636,2,5,0.4,3,3,1.0,2,4,6,1,0,0,0,1,2,3,19,17,27.7,0,0,28.0,1,1,1,1,6,1,1,5,2,2,10,5,5,1,2,4,5,9,11,9,7,15,7,2,1,5,3,1,1,2,1,24:43
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400788,2025-02-20,IND vs. MEM,W,24.316666666666666,4,8,0.5,3,5,0.6,2,2,1.0,3,4,7,1,0,0,1,1,3,1,13,19,25.9,0,0,26.0,1,1,1,1,7,4,5,8,1,2,6,7,7,1,1,4,2,9,11,9,1,15,10,11,2,4,4,1,1,4,1,24:19
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400771,2025-02-12,IND @ WAS,W,20.735,3,6,0.5,2,3,0.667,0,0,0.0,0,1,1,1,1,1,1,0,3,0,8,-14,15.7,0,0,16.0,1,1,1,1,11,9,8,8,2,6,3,12,12,12,11,14,16,9,4,4,1,1,10,17,12,18,11,1,1,9,1,20:44
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400765,2025-02-11,IND vs. NYK,L,13.433333333333334,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,3,0,1,0,0,4,1,0,-9,7.5,0,0,5.0,1,13,13,13,17,18,19,18,14,11,14,12,12,12,11,19,19,1,11,4,7,1,15,11,19,15,18,1,1,20,1,13:26
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400742,2025-02-08,IND @ LAL,L,21.346666666666668,3,9,0.333,0,6,0.0,0,0,0.0,1,4,5,2,1,1,0,0,2,0,6,7,17.0,0,0,15.0,1,13,13,13,9,9,2,15,14,1,14,12,12,12,3,4,6,4,4,4,7,1,7,17,14,9,8,1,1,13,1,21:21
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400733,2025-02-06,IND @ LAC,W,20.5,0,3,0.0,0,2,0.0,4,4,1.0,0,3,3,3,0,0,0,0,0,3,4,-8,12.1,0,0,10.0,1,1,1,1,12,18,19,18,14,11,14,2,4,1,11,9,9,1,11,9,7,1,1,2,16,14,15,1,1,16,1,20:30
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400716,2025-02-04,IND @ POR,L,16.565,2,5,0.4,1,2,0.5,0,0,0.0,0,0,0,2,1,2,0,0,1,1,5,-9,13.0,0,0,12.0,1,13,13,13,16,13,10,13,9,11,7,12,12,12,11,19,19,4,4,2,7,1,4,11,15,15,14,1,1,14,1,16:34
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400707,2025-02-03,IND @ UTA,W,25.716666666666665,4,6,0.667,1,3,0.333,4,5,0.8,1,6,7,2,1,3,1,0,3,3,13,10,35.4,0,0,31.0,1,1,1,1,5,4,8,4,9,6,12,2,2,10,3,2,2,4,4,1,1,1,10,2,2,7,1,1,1,1,1,25:43
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400686,2025-02-01,IND vs. ATL,W,23.3,4,8,0.5,2,5,0.4,3,3,1.0,0,2,2,1,0,0,0,0,4,2,13,21,16.9,0,0,18.0,1,1,1,1,8,4,5,8,2,2,10,5,5,1,11,11,12,9,11,9,7,1,15,6,2,2,9,1,1,6,1,23:18
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400664,2025-01-29,IND vs. DET,W,32.11333333333334,0,4,0.0,0,2,0.0,0,0,0.0,1,2,3,2,0,0,1,0,2,2,0,20,9.6,0,0,7.0,1,1,1,1,1,18,15,18,14,11,14,12,12,12,3,11,9,4,11,9,1,1,7,6,19,3,17,1,1,17,1,32:07
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400633,2025-01-25,IND @ SAS,W,20.766666666666666,4,7,0.571,1,3,0.333,0,0,0.0,1,4,5,2,2,0,0,0,3,1,9,22,16.0,0,0,17.0,1,1,1,1,10,4,7,6,9,6,12,12,12,12,3,4,6,4,1,9,7,1,10,11,10,1,10,1,1,7,1,20:46
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400621,2025-01-23,IND @ SAS,L,18.966666666666665,1,5,0.2,0,2,0.0,1,1,1.0,0,3,3,1,2,0,0,2,1,1,3,-18,6.1,0,0,7.0,1,13,13,13,13,17,10,17,14,11,14,10,10,1,11,9,9,9,1,9,7,20,4,11,18,20,19,1,1,17,1,18:58
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400588,2025-01-18,IND vs. PHI,W,10.783333333333333,4,5,0.8,2,3,0.667,2,2,1.0,0,2,2,0,0,0,0,0,0,2,12,11,14.4,0,0,16.0,1,1,1,1,18,4,10,2,2,6,3,7,7,1,11,11,12,17,11,9,7,1,1,6,5,6,12,1,1,9,1,10:47
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400572,2025-01-16,IND @ DET,W,9.3,3,4,0.75,2,3,0.667,1,1,1.0,0,1,1,0,0,0,0,0,1,0,9,4,10.2,0,0,12.0,1,1,1,1,20,9,15,3,2,6,3,10,10,1,11,14,16,17,11,9,7,1,4,17,10,11,16,1,1,14,1,9:18
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400138,2024-11-01,IND @ NOP,L,10.066666666666666,5,5,1.0,2,2,1.0,0,0,0.0,0,1,1,1,1,0,0,0,0,1,12,7,13.7,0,0,16.0,1,13,13,13,19,2,10,1,2,11,1,12,12,12,11,14,16,9,4,9,7,1,1,11,5,9,13,1,1,9,1,10:04
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400119,2024-10-30,IND vs. BOS,W,30.366666666666667,5,9,0.556,2,4,0.5,0,0,0.0,1,7,8,3,1,0,1,0,6,2,12,10,28.1,0,0,27.0,1,1,1,1,3,2,2,7,2,5,7,12,12,12,3,1,1,1,4,9,1,1,19,6,5,7,2,1,1,3,1,30:22
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400102,2024-10-28,IND @ ORL,L,30.9,3,9,0.333,0,1,0.0,4,6,0.667,0,4,4,1,0,1,0,1,6,4,10,-10,19.3,0,0,17.0,1,13,13,13,2,9,2,15,14,18,14,2,1,11,11,4,8,9,11,4,7,15,19,1,8,17,6,1,1,7,1,30:54
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400097,2024-10-27,IND vs. PHI,L,28.416666666666668,2,4,0.5,1,1,1.0,5,5,1.0,1,6,7,1,2,1,0,0,5,3,10,-1,20.9,0,0,21.0,1,13,13,13,4,13,15,8,9,18,1,1,2,1,3,2,2,9,1,4,7,1,18,2,8,12,5,1,1,5,1,28:25
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400081,2024-10-25,IND @ NYK,L,17.716666666666665,2,5,0.4,0,1,0.0,0,0,0.0,1,1,2,0,1,0,0,1,3,0,4,-14,5.4,0,0,6.0,1,13,13,13,15,13,10,13,14,18,14,12,12,12,3,14,12,17,4,9,7,15,10,17,16,18,20,1,1,19,1,17:43
2024-25,1630174,Aaron Nesmith,Aaron,1610612754,IND,Indiana Pacers,0022400063,2024-10-23,IND @ DET,W,18.755,2,4,0.5,1,2,0.5,2,2,1.0,1,1,2,0,0,2,1,1,4,2,7,-1,18.4,0,0,16.0,1,1,1,1,14,13,15,8,9,11,7,7,7,1,3,14,12,17,11,2,1,15,15,6,13,12,7,1,1,9,1,18:45
